id,category,name_localized,format,width,height,description,description_src,description_brief,inspected,need_inspection,inspection_reason,raw_response
core_cards/scared.png,emotion,"{""en"":""Scared"",""zh"":""害怕"",""yue"":""驚嚇"",""ko"":""두려움""}",PNG,2500,2500,This face shows a person who feels scared. The eyes are wide open and the mouth is open in a frown. This expression means someone is feeling afraid or nervous.,qwen3-vl-plus,This face shows someone is scared.,False,False,,"{
    ""en"": ""Scared"",
    ""zh"": ""害怕"",
    ""yue"": ""驚嚇"",
    ""ko"": ""두려움"",
    ""description"": ""This face shows a person who feels scared. The eyes are wide open and the mouth is open in a frown. This expression means someone is feeling afraid or nervous."",
    ""description_brief"": ""This face shows someone is scared."",
    ""needs_inspection"": false,
    ""reason"": """"
}"
core_cards/surprised.png,emotion,"{""en"":""Surprised"",""zh"":""惊讶"",""yue"":""驚訝"",""ko"":""놀람""}",PNG,2500,2500,This face shows surprise. The eyes are wide open and the mouth is round like an 'O'. This happens when something unexpected happens.,qwen3-vl-plus,I feel surprised when something unexpected happens.,False,False,,"{
    ""en"": ""Surprised"",
    ""zh"": ""惊讶"",
    ""yue"": ""驚訝"",
    ""ko"": ""놀람"",
    ""description"": ""This face shows surprise. The eyes are wide open and the mouth is round like an 'O'. This happens when something unexpected happens."",
    ""description_brief"": ""I feel surprised when something unexpected happens."",
    ""needs_inspection"": false,
    ""reason"": """"
}"
core_cards/glad.png,emotion,"{""en"":""Glad"",""zh"":""高兴"",""yue"":""開心"",""ko"":""기쁨""}",PNG,2500,2500,"This image shows a white circle with two black dots for eyes and a curved black line for a smile. It is simple and clear, showing a happy face without any extra details. This helps children understand the feeling of being glad or happy in a straightforward way.",qwen3-vl-plus,A smiling face that means you feel glad or happy.,False,False,,"{
    ""en"": ""Glad"",
    ""zh"": ""高兴"",
    ""yue"": ""開心"",
    ""ko"": ""기쁨"",
    ""description"": ""This image shows a white circle with two black dots for eyes and a curved black line for a smile. It is simple and clear, showing a happy face without any extra details. This helps children understand the feeling of being glad or happy in a straightforward way."",
    ""description_brief"": ""A smiling face that means you feel glad or happy."",
    ""needs_inspection"": false,
    ""reason"": """"
}"
core_cards/calm.png,emotion,"{""en"":""Calm"",""zh"":""平静"",""yue"":""平靜"",""ko"":""차분함""}",PNG,2500,2500,"This image shows a white face with two black dots for eyes and a straight black line for a mouth. The face looks quiet and not moving, which can mean someone is calm or relaxed. It helps show that a person feels steady and not upset.",qwen3-vl-plus,This face means someone is calm and feeling okay.,False,False,,"{
    ""en"": ""Calm"",
    ""zh"": ""平静"",
    ""yue"": ""平靜"",
    ""ko"": ""차분함"",
    ""description"": ""This image shows a white face with two black dots for eyes and a straight black line for a mouth. The face looks quiet and not moving, which can mean someone is calm or relaxed. It helps show that a person feels steady and not upset."",
    ""description_brief"": ""This face means someone is calm and feeling okay."",
    ""needs_inspection"": false,
    ""reason"": """"
}"
core_cards/angry.png,emotion,"{""en"":""Angry"",""zh"":""生气"",""yue"":""生氣"",""ko"":""화남""}",PNG,2500,2500,"This image shows a white face with black eyes that are slanted downward and a mouth that curves down. It is used to show the feeling of being angry or upset. The face does not have any other features like hair or nose, so it is easy to understand.",qwen3-vl-plus,This face shows someone is angry.,False,False,,"{
    ""en"": ""Angry"",
    ""zh"": ""生气"",
    ""yue"": ""生氣"",
    ""ko"": ""화남"",
    ""description"": ""This image shows a white face with black eyes that are slanted downward and a mouth that curves down. It is used to show the feeling of being angry or upset. The face does not have any other features like hair or nose, so it is easy to understand."",
    ""description_brief"": ""This face shows someone is angry."",
    ""needs_inspection"": false,
    ""reason"": """"
}"
core_cards/delighted.png,emotion,"{""en"":""Delighted"",""zh"":""欣喜"",""yue"":""開心極了"",""ko"":""기쁨""}",PNG,2500,2500,"This image shows a face with big eyes and a wide smile. The person’s hands are on the sides of their face, showing they feel very happy. This expression means someone is excited or thrilled about something good.",qwen3-vl-plus,I am so happy and excited!,False,False,,"{
    ""en"": ""Delighted"",
    ""zh"": ""欣喜"",
    ""yue"": ""開心極了"",
    ""ko"": ""기쁨"",
    ""description"": ""This image shows a face with big eyes and a wide smile. The person’s hands are on the sides of their face, showing they feel very happy. This expression means someone is excited or thrilled about something good."",
    ""description_brief"": ""I am so happy and excited!"",
    ""needs_inspection"": false,
    ""reason"": """"
}"
core_cards/what_about_you.png,core,"{""en"":""What about you?"",""zh"":""你觉得怎么样呢？"",""yue"":""你感覺點樣？"",""ko"":""기분이 어때요?""}",PNG,2500,2500,"This image shows four white faces on a black background. Each face has a different expression: happy, sad, angry, and scared. These faces help show how someone might feel inside.",qwen3-vl-plus,"Four faces showing happy, sad, angry, and scared feelings.",False,False,,"{
    ""en"": ""How are you?"",
    ""zh"": ""你感觉怎么样？"",
    ""yue"": ""你感覺點樣？"",
    ""ko"": ""기분이 어때요?"",
    ""description"": ""This image shows four white faces on a black background. Each face has a different expression: happy, sad, angry, and scared. These faces help show how someone might feel inside."",
    ""description_brief"": ""Four faces showing happy, sad, angry, and scared feelings."",
    ""needs_inspection"": false,
    ""reason"": """"
}"
\core_cards/bored.png,emotion,"{""en"":""Bored"",""zh"":""无聊"",""yue"":""無聊"",""ko"":""지루함""}",PNG,2500,2500,"This image shows a face with droopy eyes and a downturned mouth, which means the person is feeling bored. The head is resting on a hand, showing they are not interested or engaged. This is a simple way to show someone is not having fun or wants something different to do.",qwen3-vl-plus,I feel bored and want something more interesting to do.,False,False,,"{
    ""en"": ""Bored"",
    ""zh"": ""无聊"",
    ""yue"": ""無聊"",
    ""ko"": ""지루함"",
    ""description"": ""This image shows a face with droopy eyes and a downturned mouth, which means the person is feeling bored. The head is resting on a hand, showing they are not interested or engaged. This is a simple way to show someone is not having fun or wants something different to do."",
    ""description_brief"": ""I feel bored and want something more interesting to do."",
    ""needs_inspection"": false,
    ""reason"": """"
}"
core_cards/tired.png,emotion,"{""en"":""Tired"",""zh"":""疲倦"",""yue"":""好累"",""ko"":""피곤함""}",PNG,2500,2500,This image shows a face with eyes that are closed or half-closed and a mouth turned down. It means the person feels very tired or sleepy. This face helps us understand when someone needs rest.,qwen3-vl-plus,This face means someone is tired and needs to rest.,False,False,,"{
    ""en"": ""Tired"",
    ""zh"": ""疲倦"",
    ""yue"": ""好累"",
    ""ko"": ""피곤함"",
    ""description"": ""This image shows a face with eyes that are closed or half-closed and a mouth turned down. It means the person feels very tired or sleepy. This face helps us understand when someone needs rest."",
    ""description_brief"": ""This face means someone is tired and needs to rest."",
    ""needs_inspection"": false,
    ""reason"": """"
}"
core_cards/shy.png,emotion,"{""en"":""Shy"",""zh"":""害羞"",""yue"":""害羞"",""ko"":""수줍음""}",PNG,2500,2500,"This face shows a shy expression. The eyes are looking slightly down and away, and the cheeks are pink, which can mean someone feels shy or embarrassed. The mouth is straight, not smiling or frowning, which helps show quiet feelings.",qwen3-vl-plus,This face looks shy with pink cheeks and eyes looking down.,False,False,,"{
    ""en"": ""Shy"",
    ""zh"": ""害羞"",
    ""yue"": ""害羞"",
    ""ko"": ""수줍음"",
    ""description"": ""This face shows a shy expression. The eyes are looking slightly down and away, and the cheeks are pink, which can mean someone feels shy or embarrassed. The mouth is straight, not smiling or frowning, which helps show quiet feelings."",
    ""description_brief"": ""This face looks shy with pink cheeks and eyes looking down."",
    ""needs_inspection"": false,
    ""reason"": """"
}"
extra_cards/stationery/Bulldog clips.jpg,stationery,"{""en"":""Bulldog clips"",""zh"":""长尾夹"",""yue"":""長尾夾"",""ko"":""클립""}",JPEG,480,310,"These are black bulldog clips with silver metal handles. They open and close to hold papers together. They are smooth and safe to touch, and they do not have sharp edges.",qwen3-vl-plus,Black clips that hold papers together.,False,False,,"{
    ""en"": ""Bulldog clips"",
    ""zh"": ""长尾夹"",
    ""yue"": ""長尾夾"",
    ""ko"": ""클립"",
    ""description"": ""These are black bulldog clips with silver metal handles. They open and close to hold papers together. They are smooth and safe to touch, and they do not have sharp edges."",
    ""description_brief"": ""Black clips that hold papers together."",
    ""needs_inspection"": false,
    ""reason"": """"
}"
extra_cards/food/楊桃.jpg,food,"{""en"":""Starfruit"",""zh"":""杨桃"",""yue"":""楊桃"",""ko"":""스타프루트""}",JPEG,756,1051,"This is a starfruit. It is yellow and has five ridges. When you cut it crosswise, it looks like a star.",qwen3-vl-plus,A yellow fruit that looks like a star when sliced.,False,False,,"{
    ""en"": ""Starfruit"",
    ""zh"": ""杨桃"",
    ""yue"": ""楊桃"",
    ""ko"": ""스타프루트"",
    ""description"": ""This is a starfruit. It is yellow and has five ridges. When you cut it crosswise, it looks like a star."",
    ""description_brief"": ""A yellow fruit that looks like a star when sliced."",
    ""needs_inspection"": false,
    ""reason"": """"
}"
extra_cards/stationery/Clippers.jpg,stationery,"{""en"":""Clippers"",""zh"":""剪刀"",""yue"":""剪刀"",""ko"":""가위""}",JPEG,916,1200,"This is a small pair of orange-handled scissors. The blades are made of metal and are sharp for cutting paper or thin materials. A person is holding them gently in their hand, showing how they fit comfortably.",qwen3-vl-plus,Orange scissors for cutting paper.,False,False,,"{
    ""en"": ""Clippers"",
    ""zh"": ""剪刀"",
    ""yue"": ""剪刀"",
    ""ko"": ""가위"",
    ""description"": ""This is a small pair of orange-handled scissors. The blades are made of metal and are sharp for cutting paper or thin materials. A person is holding them gently in their hand, showing how they fit comfortably."",
    ""description_brief"": ""Orange scissors for cutting paper."",
    ""needs_inspection"": false,
    ""reason"": """"
}"
extra_cards/food/梨.jpg,food,"{""en"":""Pear"",""zh"":""梨"",""yue"":""梨"",""ko"":""배""}",JPEG,756,1051,This is a yellow pear with a green leaf on top. The pear has small dots on its skin and a smooth shape. It is drawn simply to help children recognize the fruit easily.,qwen3-vl-plus,A yellow pear with a green leaf on top.,False,False,,"{
    ""en"": ""Pear"",
    ""zh"": ""梨"",
    ""yue"": ""梨"",
    ""ko"": ""배"",
    ""description"": ""This is a yellow pear with a green leaf on top. The pear has small dots on its skin and a smooth shape. It is drawn simply to help children recognize the fruit easily."",
    ""description_brief"": ""A yellow pear with a green leaf on top."",
    ""needs_inspection"": false,
    ""reason"": """"
}"
extra_cards/clothes/5-19手襪.jpg,clothes,"{""en"":""Gloves"",""zh"":""手套"",""yue"":""手套"",""ko"":""장갑""}",JPEG,756,1051,"This image shows a pair of blue gloves with green cuffs. Gloves cover your hands to keep them warm or protect them. They have five finger holes, one for each finger.",qwen3-vl-plus,These are blue gloves with green edges to wear on your hands.,False,False,,"{
    ""en"": ""Gloves"",
    ""zh"": ""手套"",
    ""yue"": ""手套"",
    ""ko"": ""장갑"",
    ""description"": ""This image shows a pair of blue gloves with green cuffs. Gloves cover your hands to keep them warm or protect them. They have five finger holes, one for each finger."",
    ""description_brief"": ""These are blue gloves with green edges to wear on your hands."",
    ""needs_inspection"": false,
    ""reason"": """"
}"
extra_cards/transportation/6-02船.jpg,transportation,"{""en"":""Boat"",""zh"":""船"",""yue"":""船"",""ko"":""배""}",JPEG,756,1051,"This is a green boat with a red stripe floating on blue water. It has a white cabin with windows and a smokestack releasing gray smoke. The boat is simple and colorful, designed to be easy to recognize.",qwen3-vl-plus,A green boat with smoke coming out of its chimney.,False,False,,"{
    ""en"": ""Boat"",
    ""zh"": ""船"",
    ""yue"": ""船"",
    ""ko"": ""배"",
    ""description"": ""This is a green boat with a red stripe floating on blue water. It has a white cabin with windows and a smokestack releasing gray smoke. The boat is simple and colorful, designed to be easy to recognize."",
    ""description_brief"": ""A green boat with smoke coming out of its chimney."",
    ""needs_inspection"": false,
    ""reason"": """"
}"
extra_cards/people/oldman-1.jpg,people,"{""en"":""oldman-1"",""zh"":""老人-1"",""yue"":""老人-1"",""ko"":""노인-1""}",JPEG,401,801,"This is a drawing of an older man with a white beard and bald head. He is standing and holding a brown walking stick. He is wearing a light shirt, brown pants, and brown shoes.",qwen3-vl-plus,An old man with a white beard holding a walking stick.,False,False,,"{
    ""en"": ""oldman-1"",
    ""zh"": ""老人-1"",
    ""yue"": ""老人-1"",
    ""ko"": ""노인-1"",
    ""description"": ""This is a drawing of an older man with a white beard and bald head. He is standing and holding a brown walking stick. He is wearing a light shirt, brown pants, and brown shoes."",
    ""description_brief"": ""An old man with a white beard holding a walking stick."",
    ""needs_inspection"": false,
    ""reason"": """"
}"
extra_cards/people/mother-1.jpg,people,"{""en"":""mother-1"",""zh"":""妈妈-1"",""yue"":""媽媽-1"",""ko"":""엄마-1""}",JPEG,551,414,This image shows a woman with brown hair wearing a purple shirt. She is holding a baby wrapped in a yellow blanket. The baby is smiling and looking up at the woman.,qwen3-vl-plus,A mom is holding her happy baby.,False,False,,"{
    ""en"": ""mother-1"",
    ""zh"": ""妈妈-1"",
    ""yue"": ""媽媽-1"",
    ""ko"": ""엄마-1"",
    ""description"": ""This image shows a woman with brown hair wearing a purple shirt. She is holding a baby wrapped in a yellow blanket. The baby is smiling and looking up at the woman."",
    ""description_brief"": ""A mom is holding her happy baby."",
    ""needs_inspection"": false,
    ""reason"": """"
}"
extra_cards/stationery/Register.jpg,stationery,"{""en"":""Register"",""zh"":""登记簿"",""yue"":""登記冊"",""ko"":""등록부""}",JPEG,796,1200,"This is a notebook with lines and red columns. It has handwritten names, dates, and numbers. A black pen is tied to it with a string so it doesn’t get lost.",qwen3-vl-plus,A notebook with writing and a pen tied to it for keeping track of things.,False,False,,"{
    ""en"": ""Register"",
    ""zh"": ""登记簿"",
    ""yue"": ""登記冊"",
    ""ko"": ""등록부"",
    ""description"": ""This is a notebook with lines and red columns. It has handwritten names, dates, and numbers. A black pen is tied to it with a string so it doesn’t get lost."",
    ""description_brief"": ""A notebook with writing and a pen tied to it for keeping track of things."",
    ""needs_inspection"": false,
    ""reason"": """"
}"
extra_cards/transportation/6-01私家車.jpg,transportation,"{""en"":""Private car"",""zh"":""私家车"",""yue"":""私家車"",""ko"":""승용차""}",JPEG,756,1051,This is a blue private car with four wheels and windows. It has headlights in front and side mirrors on both sides. The car is drawn simply to help children recognize it easily.,qwen3-vl-plus,A blue car for personal use.,False,False,,"{
    ""en"": ""Private car"",
    ""zh"": ""私家车"",
    ""yue"": ""私家車"",
    ""ko"": ""승용차"",
    ""description"": ""This is a blue private car with four wheels and windows. It has headlights in front and side mirrors on both sides. The car is drawn simply to help children recognize it easily."",
    ""description_brief"": ""A blue car for personal use."",
    ""needs_inspection"": false,
    ""reason"": """"
}"
extra_cards/stationery/Protractor.jpg,stationery,"{""en"":""Protractor"",""zh"":""量角器"",""yue"":""量角器"",""ko"":""분도기""}",JPEG,908,668,"This is a red protractor used to measure angles. It has numbers from 0 to 180 on both sides, and lines to help you see the angle clearly. It is made of plastic and has a flat bottom to rest on paper.",qwen3-vl-plus,A red tool for measuring angles with numbers from 0 to 180.,False,False,,"{
    ""en"": ""Protractor"",
    ""zh"": ""量角器"",
    ""yue"": ""量角器"",
    ""ko"": ""분도기"",
    ""description"": ""This is a red protractor used to measure angles. It has numbers from 0 to 180 on both sides, and lines to help you see the angle clearly. It is made of plastic and has a flat bottom to rest on paper."",
    ""description_brief"": ""A red tool for measuring angles with numbers from 0 to 180."",
    ""needs_inspection"": false,
    ""reason"": """"
}"
extra_cards/activities/outdoor activities.jpg,activities,"{""en"":""Outdoor Activities"",""zh"":""户外活动"",""yue"":""戶外活動"",""ko"":""외부 활동""}",JPEG,596,596,"This image shows a bright yellow sun with a happy face and spiky rays. Below the sun, there are Chinese characters that mean 'outdoor activities'. The green border makes the picture easy to see and understand.",qwen3-vl-plus,A smiling sun with text that says 'outdoor activities' for fun outside.,False,False,,"{
    ""en"": ""Outdoor Activities"",
    ""zh"": ""户外活动"",
    ""yue"": ""戶外活動"",
    ""ko"": ""외부 활동"",
    ""description"": ""This image shows a bright yellow sun with a happy face and spiky rays. Below the sun, there are Chinese characters that mean 'outdoor activities'. The green border makes the picture easy to see and understand."",
    ""description_brief"": ""A smiling sun with text that says 'outdoor activities' for fun outside."",
    ""needs_inspection"": false,
    ""reason"": """"
}"
extra_cards/food/棉花糖.jpg,food,"{""en"":""Cotton candy"",""zh"":""棉花糖"",""yue"":""棉花糖"",""ko"":""솜사탕""}",JPEG,756,1051,"This image shows cotton candy in different forms. Some are wrapped in pink packaging, some are round and yellow, and others are stick-shaped with pink and blue colors. Cotton candy is a sweet treat made from spun sugar.",qwen3-vl-plus,"Cotton candy is a sweet, fluffy candy that comes in many shapes and colors.",False,False,,"{
    ""en"": ""Cotton candy"",
    ""zh"": ""棉花糖"",
    ""yue"": ""棉花糖"",
    ""ko"": ""솜사탕"",
    ""description"": ""This image shows cotton candy in different forms. Some are wrapped in pink packaging, some are round and yellow, and others are stick-shaped with pink and blue colors. Cotton candy is a sweet treat made from spun sugar."",
    ""description_brief"": ""Cotton candy is a sweet, fluffy candy that comes in many shapes and colors."",
    ""needs_inspection"": false,
    ""reason"": """"
}"
extra_cards/clothes/5-20泳衣.jpg,clothes,"{""en"":""Swimsuit"",""zh"":""泳衣"",""yue"":""泳衣"",""ko"":""수영복""}",JPEG,756,1051,This is a one-piece swimsuit. It is mostly blue with orange sides. The swimsuit has thin straps and covers the body from shoulders to thighs.,qwen3-vl-plus,A blue and orange swimsuit for swimming.,False,False,,"{
    ""en"": ""Swimsuit"",
    ""zh"": ""泳衣"",
    ""yue"": ""泳衣"",
    ""ko"": ""수영복"",
    ""description"": ""This is a one-piece swimsuit. It is mostly blue with orange sides. The swimsuit has thin straps and covers the body from shoulders to thighs."",
    ""description_brief"": ""A blue and orange swimsuit for swimming."",
    ""needs_inspection"": false,
    ""reason"": """"
}"
extra_cards/activities/park.jpg,activities,"{""en"":""Hiking"",""zh"":""爬山"",""yue"":""行山"",""ko"":""등산""}",JPEG,596,596,"This image shows a green park with many trees, two wooden benches, and colorful flower beds in the center. The ground is grassy and flat, making it easy to walk on. The Chinese text at the bottom says '爬山', which means hiking or climbing a hill.",qwen3-vl-plus,"A park with trees, benches, and flowers for hiking.",False,False,,"{
    ""en"": ""Hiking"",
    ""zh"": ""爬山"",
    ""yue"": ""行山"",
    ""ko"": ""등산"",
    ""description"": ""This image shows a green park with many trees, two wooden benches, and colorful flower beds in the center. The ground is grassy and flat, making it easy to walk on. The Chinese text at the bottom says '爬山', which means hiking or climbing a hill."",
    ""description_brief"": ""A park with trees, benches, and flowers for hiking."",
    ""needs_inspection"": false,
    ""reason"": """"
}"
extra_cards/people/parents-1.jpg,people,"{""en"":""parents-1"",""zh"":""父母-1"",""yue"":""父母-1"",""ko"":""부모-1""}",JPEG,501,801,This image shows two adults standing close together. The person on the left has brown hair and is wearing a blue shirt and dark pants. The person on the right has curly blonde hair and is wearing a pink top and light blue pants. They are holding each other gently.,qwen3-vl-plus,"Two adults standing together, one in blue and one in pink.",False,False,,"{
    ""en"": ""parents-1"",
    ""zh"": ""父母-1"",
    ""yue"": ""父母-1"",
    ""ko"": ""부모-1"",
    ""description"": ""This image shows two adults standing close together. The person on the left has brown hair and is wearing a blue shirt and dark pants. The person on the right has curly blonde hair and is wearing a pink top and light blue pants. They are holding each other gently."",
    ""description_brief"": ""Two adults standing together, one in blue and one in pink."",
    ""needs_inspection"": false,
    ""reason"": """"
}"
extra_cards/clothes/5-18頸巾.jpg,clothes,"{""en"":""Scarf"",""zh"":""围巾"",""yue"":""頸巾"",""ko"":""목도리""}",JPEG,756,1051,This is a scarf. It is long and blue with purple ends and orange and yellow fringe. People wear it around their neck to stay warm.,qwen3-vl-plus,A blue scarf with purple ends and colorful fringe to keep your neck warm.,False,False,,"{
    ""en"": ""Scarf"",
    ""zh"": ""围巾"",
    ""yue"": ""頸巾"",
    ""ko"": ""목도리"",
    ""description"": ""This is a scarf. It is long and blue with purple ends and orange and yellow fringe. People wear it around their neck to stay warm."",
    ""description_brief"": ""A blue scarf with purple ends and colorful fringe to keep your neck warm."",
    ""needs_inspection"": false,
    ""reason"": """"
}"
extra_cards/activities/painting.jpg,activities,"{""en"":""painting"",""zh"":""画画"",""yue"":""畫畫"",""ko"":""그리기""}",JPEG,596,596,"This image shows a wooden easel with a white paper on it. On the paper, there is a simple drawing of a smiling face with hair. Below the paper, there are four small cups with paintbrushes in different colors: red, blue, green, and yellow.",qwen3-vl-plus,A child is painting a happy face on paper using colorful brushes.,False,False,,"{
    ""en"": ""painting"",
    ""zh"": ""画画"",
    ""yue"": ""畫畫"",
    ""ko"": ""그리기"",
    ""description"": ""This image shows a wooden easel with a white paper on it. On the paper, there is a simple drawing of a smiling face with hair. Below the paper, there are four small cups with paintbrushes in different colors: red, blue, green, and yellow."",
    ""description_brief"": ""A child is painting a happy face on paper using colorful brushes."",
    ""needs_inspection"": false,
    ""reason"": """"
}"
