id,category,english,localized,inspected
l7VZUho5JC,action,cook,요리해요,False
RnOviC3z8h,action,cooked,요리했어요,True
9DrjJvvluH,action,correct,고쳐요,False
gke9fcBIVb,action,count,세어요,False
c9nrRATbZC,action,create,만들어요,True
3xqmUR6WRo,action,created,만들었어요,True
z4lIIzP994,action,creating,만들어요,False
MscINlnwuN,action,cried,울었어요,False
ZM7wuj5mEf,action,cry,울어요,False
RHx2iT6CZc,action,cut,자르세요,False
n-Tf8mfwDt,action,dance,춤춰요,True
t4Qp0KIsCK,action,decide,결정해요,False
t8IsG-bE8r,action,decided,결정했어요,False
O96REKIxdF,action,decorate,장식해요,False
La-iP5y-_Y,action,describe,묘사해요,True
O1Z_dMAq4X,action,did,했어요,True
X3UMphN-lr,action,did not like,싫어해요,False
goFIN7iqFM,action,difficult,어려워요,False
qCj-Koppsp,action,discuss,토의해요,True
DWKV6w20jL,action,dislike,싫어요,True
qztJWM4PBi,action,disliked,싫어요,False
hGuXhKudjg,action,disobey,반항해요,False
o5KmEGtJjx,action,do,해요,True
9vqnNR5W-U,action,do n't want,원하지 않아요,False
2Lxgyiqw7L,action,doing,하고 있어요,False
gDBX_FfZB6,action,done,끝났어요,True
kxSN7eriBw,action,doodle,그림을 그려요,False
DkB3fWFsS0,action,download,다운로드해요,False
TEOhxZmjK6,action,draw,그려요,True
v3di8t0pWz,action,drawing,그려요,True
A69xsnZPHn,action,drawn,그린,False
ZON1ssMHKK,action,drew,그렸어요,True
2cQDvX663z,action,drink,마셔요,False
aLdFWWnR6c,action,drive,운전하다,False
FIJYloJ_C9,action,dust off,먼지를 털어내요,False
BA6GILFqg7,action,easy,쉬워요,False
qFMNNFSCX5,action,eat,먹어요,True
H67n9i7nOg,action,eating,먹어요,True
Fi8WK_C07M,action,end,끝내요,False
voBXCU3PyM,action,enjoy,즐겨요,True
bFnGzqF9Yj,action,enjoyed,즐겼어요,True
c-KAMGabVR,action,enjoyed ( core ),즐겼어요,False
FlnmdwYqzw,action,enter,들어가다,False
6zquJjYw_r,action,entertain,즐기다,False
eABl8ClFz9,action,excited,신나요,False
L2J28bARnu,action,exercise,운동해요,False
G3Wswt5Vb0,action,experiment,실험해요,False
eM3DY40FFi,action,explain,설명해요,True
H42eAnFeTf,action,explained,설명해요,False
lnHBypcdND,action,explore,탐험해요,False
yVimENyf37,action,express,표현해요,False
QJwuj26XHV,action,feed,먹이 주어요,False
a3KelxlGJh,action,feel,느껴요,True
JJ1sDRIr5m,action,feel like,느낌이 들어요,False
g8o1R3j3h5,action,fell,넘어졌어요,False
jfG3onbLem,action,felt,느꼈어요,False
cDf71uC5HO,action,felt dizzy,어지러웠어요,False
iOZkNlA8cg,action,find,찾아요,False
fOu7qH7shJ,action,finish,끝내요,True
Jugth0n2i7,action,finished,끝났어요,True
zlRoEPRtnO,action,finishes,끝내요,False
37eu8JS4zp,action,fix,고치다,False
TOMgwksER3,action,focus,집중해요,True
X2QZhC_FZB,action,fold,접어요,False
ayJyQE-ie5,action,follow,따라해요,True
RobMQHBl0E,action,forget,잊어버려요,True
dcBKqBvDJT,action,forgive,용서해요,True
FG6t-MIGTa,action,forgot,잊어버렸어요,False
yx-DrM0eFT,action,found,찾았어요,False
jMGJUTv6Cb,action,fun,재미있어요,False
pcoAOCVBNo,action,give,주다,False
-urVCbaa_L,action,go,가요,True
l2G93VaoeV,action,go to,가요,False
9GssDTtIk-,action,go to sleep,자요,False
RTG7JJwPC5,action,go with,같이 가요,False
eUmRaSta5L,action,going,가는 중이에요,False
SwTo9YVOJ-,action,going to,가는 중이에요,False
udM4_i-M1u,action,guide,안내해요,False
O6u0XAv7Vm,action,had,했어요,True
Qs2940d4qY,action,had Fun with,즐거웠어요,False
ZSTkMGFhpT,action,had fun,즐기세요,False
5y7kANN0Oi,action,happy,행복해요,False
DGulj9XZ6_,action,hard,어려워요,False
FHGjICqf6F,action,hate,미워해요,False
IIfEakpYmR,action,have,가져요,True
Wp55wRq1Xl,action,have fun,즐기세요,False
gpH0wjIUdN,action,have fun with,즐거웠어요,False
mW64Kpahcp,action,have therapy,치료해요,False
Rcd8W2FfPP,action,hear,들어요,False
SQOjY1hhrK,action,help,도와줘요,True
2DMi2IWvj9,action,help with,도와줄 필요가 있어요,False
LHl8HjriW6,action,helped,도와주었어요,True
UFo9KLCant,action,hold,잡아요,False
vzxXz5EtUU,action,how about,어떨까요,False
daLY5CMk-2,action,hug,안아줘요,True
Bf_VrLHEne,action,hugged,안아줬어요,False
msz_pL-EzP,action,hungry,배고파요,False
b3x4wXEe3m,action,hurt,다치게 해요,False
VLo71idqvn,action,ignore,무시해요,False
fQvoeG4dUc,action,ignored,무시했어요,False
CPTlD4-tHi,action,illustrated,그렸어요,False
ao7f8fwIUP,action,imagine,상상해요,False
otowtcBX4W,action,imitate,따라해요,False
cYvO3EOaVL,action,improve,개선해요,False
FWsrExL8lN,action,in class,수업 중,False
j6zL-wHGqV,action,install,설치해요,False
ccmJoEsu9M,action,interact,소통해요,True
8VUNvjfDrW,action,interested,관심 있어요,False
7xSOw1DPQg,action,invite,초대해요,False
SQAIWdfuqX,action,join,참여해요,False
RpUFh12BxU,action,jump,뛰어요,True
dBUmvA3gou,action,jumped,점프했어요,True
JZ-fBJMqBr,action,kick,발로 차요,True
3LxAi8X3Dt,action,know,알아요,False
i9wjfuYNEh,action,later,나중에,False
tCFWbFOWDd,action,laugh,웃어요,True
7UkuOuo77G,action,laughed,웃었어요,True
AkJp--RJ76,action,learn,공부해요,True
ZYtntjyyoA,action,learn from,배워요,False
RRHmkn8iRO,action,learned,배웠어요,True
K-ofbUjAcv,action,learning,공부해요,True
KG4bVwfsD9,action,learnt,배웠어요,True
zqOJNzjf6U,action,leave,떠나다,False
Hb6_GV5J9o,action,like,좋아해요,True
A5BihMEWDc,action,like to,좋아해요,False
F3nPejvVfa,action,liked,좋았어요,True
QwlrDvyY2B,action,list,나열해요,False
W36kb3y-0g,action,listen,들어요,True
y3HnSIkPc3,action,listen to,들어요,False
FKx7TtcCcr,action,listened,들었어요,True
Jz5jxdrRCL,action,listened to,들었어요,False
oKi5PThAY7,action,listening,듣기해요,False
siwWKm9BV8,action,look,보아요,True
FmSmDm0kSh,action,look for,찾아요,False
DUXsRDhQtT,action,looked,봤어요,False
a6KcEJXhS-,action,looked at,봤어요,False
QHErJpKn02,action,lost,잃어버렸어요,False
6aCL61BwoT,action,love,사랑해요,True
dSfmAuoBB0,action,loved,사랑해요,False
K6c6-F2e8w,action,made,만들었어요,False
eFapnHTSZ-,action,make,만들어요,True
oJ8RZq9AHK,action,measure,재다,False
CehJbDpG_e,action,meet,만나요,True
D5Pq-2-sTX,action,met,만났어요,True
gb9R2JcIly,action,miss,보고 싶어요,False
2ZgnDh3Jze,action,missed,보고 싶었어요,False
iP4R0-27mA,action,mix,섞어요,False
JsSK3Mng_u,action,need,필요해요,True
3pYHLnsKCf,action,need help,도와줄 필요가 있어요,False
F6Lmdjarca,action,need help with,도와줄 필요가 있어요,False
_pqGzrlyU5,action,need to,해야 해요,False
Q1Qhh-qaF7,action,needs,필요해요,False
Ua62jLrady,action,nervous,긴장해요,False
O8D2GARmHI,action,not want,원하지 않아요,False
r0zmjR4QK7,action,obey,복종해요,True
sDW8Px4fPJ,action,open,열다,False
mtzoxffNyG,action,operate,작동해요,False
LQz5Xfd2N_,action,or,또는,False
waKCGFgUvo,action,order,주문해요,False
ibqRtwWmBq,action,organize,정리해요,False
cTZJXQvr1c,action,paint,그려요,True
9PNKu8oOdY,action,painted,그린,False
uqW7Td0INw,action,participate,참여해요,True
Lnd4DT7uJc,action,participate in,참여해요,False
H5p_T5dcgq,action,participated,참여했어요,True
b7i7bU1NGS,action,paste,붙여요,False
gMiFeOkNhk,action,pause,일시정지하세요,False
ADPri_-gHj,action,pay,지불해요,False
76hFi-Xw0W,action,pay for,지불해요,False
Yd6w1uAwWj,action,perform,공연해요,False
S__lGFyVjw,action,performed,공연해요,False
5ISgsZ5Jbv,action,pick,가져오다,False
YjWL7NjV6c,action,pick up,가져오다,False
4jQ2YtF4cp,action,plan,계획해요,False
20sD_n-VJL,action,plan to,계획해요,False
QtVvZagZaj,action,play,놀아요,True
VkXbEqS_Wu,action,play at,놀아요,False
EHJU05TX5k,action,play with,같이 놀아요,False
CbqgYoqILA,action,played,놀았어요,True
t0zELtkhGT,action,played with,같이 놀았어요,True
qD4-z3UnHP,action,playing,놀아요,True
MU_ZL_K-I5,action,practice,연습해요,True
o8ZyLC2rrj,action,practiced,연습해요,False
FyNDnm0No-,action,practicing,연습해요,False
56F22s_0P2,action,prefer,선호해요,False
gn6T12E7Y7,action,prefer to,선호해요,False
cfIJUPIYIh,action,prepare,준비해요,False
7-S47Kz7EP,action,prepared,준비해요,False
92tdG_1b48,action,progress,진행해요,False
Yp9Wq3Q_ja,action,push,누르다,False
W8vovWamey,action,put away,가지고 들어요,False
VvHnmmGff2,action,put on,켜다,False
rjLWA2neRR,action,queued,맞섰어요,False
8pUy5QouEZ,action,ran,뛰었어요,True
HCfexXgKkh,action,ran around,뛰어다녔어요,False
MkOW9SdkJ7,action,react,반응해요,False
_40IlXnAMr,action,read,읽어요,True
Dndmc5vqWC,action,reading,읽어요,True
fWlM9xYliY,action,ready,준비해요,False
eg2R6dCzbO,action,ready for,준비해요,False
DRC2eMf1zA,action,recommend,추천해요,False
AZvi7NcV3X,action,remember,기억해요,True
9AzeGqGOsN,action,reply,대답해요,False
vZp5A9TE6g,action,rest,쉬어요,True
fbk0Eqeeuo,action,return,돌아가다,False
Y2hnmAeTh5,action,ride,타요,True
xcS0r3vcUS,action,rinse,헹구어요,False
lbhRwBQfuZ,action,rode,탔어요,False
BO8CFiXNOV,action,run,달려요,True
RkGMYue-3T,action,sang,노래했어요,True
SvdWDngshX,action,saw,봤어요,True
CmuDetIOQk,action,say,말해요,False
0vELrai42a,action,scare,무서워요,False
WdrrGIWji7,action,scared,무서워요,False
lWLQwvydTE,action,scream,소리질렀어요,False
UjZW18Yvek,action,search,찾아요,False
WKb3RbrCmU,action,see,보아요,True
J_pSP6dsgT,action,setup,설치해요,False
1N_POFEXle,action,share,함께 나누어요,True
AvJsfa28_0,action,share with,공유해요,False
Uz9Quu0uS2,action,shared,나눴어요,True
RcymBaIG-R,action,sharing,나눠요,False
BZlzoEm23O,action,should we,해볼까요,False
MTOgG4RLt0,action,show,보여줘요,True
WtGf9nb3O6,action,showed,보여주었어요,True
jHtmbQ023Z,action,sing,노래해요,True
cpSMHN0aEN,action,sit,앉아요,True
0GtbwhrVDv,action,skip,스킵해요,False
LKT2henEz4,action,sleep,잠자요,True
IUOlmc_znM,action,slide,미끄러져요,True
oqU0MEdhU1,action,smile,웃음,False
d_gFHi0Rn9,action,solve,해결해요,True
YuOIGXfzvq,action,solved,해결했어요,True
F-Wtsq-GAm,action,sort,정렬해요,False
LafJITqEu9,action,speak,말해요,True
6Gy0djLU2E,action,spend,쓰다,False
i6ViejcBeN,action,spend time,시간을 보아요,False
DKIxAuH6UO,action,spend time at,시간을 보아요,False
f-mhbNXEPR,action,spent,보냈어요,True
5YeexUzgz3,action,splash,튀기다,False
WwIjDoz2Uq,action,spoke,말해요,False
dgv7vXJFZa,action,spun,돌렸어요,False
yiOGaOuXP-,action,stack,쌓다,False
sMhKvP82v6,action,start,시작해요,True
JvDzduIcWT,action,started,시작했어요,True
9JPe2MIe6w,action,starts,시작해요,False
8VwnqW47oT,action,stay,머무르다,False
M0PSrZvTZB,action,stayed in,있어요,False
2ioIBnykur,action,stop,멈추세요,False
cqlJuud-RW,action,struggle,고생해요,True
R6t6WVbYyu,action,struggled,고생했어요,True
pr0AVEr8-U,action,studied,공부했어요,True
Inbws15J66,action,study,공부해요,True
WiVLGh9MW7,action,suggest,제안해요,False
G0zwKYfMvP,action,support,지지해요,False
h2RnSvs5Tq,action,swallow,삼켜요,False
EyXVstgZ1b,action,sweep,청소해요,False
xDBOWUZ5GF,action,swim,수영해요,False
QDCT2oWGfF,action,swing,그네타요,True
6nR6inUa3Z,action,swung,그네탈래요,False
YBiRJA8TK5,action,take,가져요,False
iNgDEMrO7S,action,talk,이야기해요,True
SPDAUYUd3i,action,talk to,이야기해요,False
PIDHl-oz_C,action,talked,말했어요,True
w2ivOOthr0,action,talked to,이야기했어요,True
fEj43jPG8n,action,talked with,이야기했어요,False
AgIMhqbCC2,action,taste,맛봐요,True
MzO5NgPfoB,action,tasted,맛봤어요,False
CEj5APFHRY,action,teach,가르쳐요,False
ssoybtBkSf,action,tease,놀려요,False
SVk91PDyct,action,tell,이야기해요,True
7h9bH4ghay,action,think,생각해요,False
i1K1S9aLE5,action,thinking about,생각해요,False
eQZL7MHvE9,action,threw,던졌어요,True
7iZI-C4C66,action,throw,던져요,True
YZ5w1wkIYH,action,tidy,정돈해요,False
5M-KuPT-LW,action,tired,피곤해요,False
9ILQPBaUyL,action,today,오늘,False
eLOs9GdlMn,action,told,이야기해요,False
vLopuaTcEs,action,touch,만지다,False
qsIMPFEnLP,action,touched,만졌어요,False
5LEOEk0Yoe,action,trace,트레이스해요,False
pP6L8xa3sm,action,tried,시도해요,False
nLu2kQrCgk,action,try,시도해요,True
WdoP8vl1U1,action,try to,시도해요,False
SOYax1sx1r,action,turn off,끄다,False
-PNs7rsSfR,action,turn on,켜다,False
hpsevNf_wR,action,understand,이해해요,True
O68F6a00VU,action,upset,화나요,False
gtjJfAAdum,action,use,사용해요,True
gKxC8_hMul,action,used,사용해요,False
i8fthr5Un7,action,using,사용해요,False
3w7mNezvPA,action,visit,방문해요,True
kAULHURWOI,action,visited,방문해요,False
tkxESsHQeg,action,wait,기다려요,False
YMpjbqdrp9,action,waited,기다렸어요,False
J7Iii-TRwI,action,wake up,일어나요,False
VNOqWcuNrA,action,walk,걷다,False
ZmREQ8tKiw,action,walked,걸었어요,False
EWpMoIaJI9,action,want,원해요,True
1QCJlpFMwZ,action,want to,원해요,False
6luWwXtp1D,action,wanted,원했어요,False
arSfUG6N8v,action,was bored,지루했어요,False
AOIFIQ4lZv,action,was boring,지루했어요,False
OECWt0H5PH,action,was fun,즐거웠어요,False
iLeKwAROSy,action,was hard,어려웠어요,False
JA1UPqMW4k,action,wash,씻어요,False
4R3TQSorWy,action,watch,봐요,True
sxXCvD51x6,action,watched,봤어요,True
w-_kU07I2-,action,wear,입다,False
wIA4U1wsM-,action,went,갔어요,True
MOq_T-jTYJ,action,went on,갔어요,False
NMrxbE-haE,action,went out,나갔어요,False
O3mCQ_7rji,action,went to,갔어요,False
-cwD-ijddQ,action,will,할게요,False
fQehZlY_5M,action,win,이겼어요,False
NUXknX4RlA,action,wishes,원해요,False
J5crw_4O_q,action,with,와,False
KxQZ-vrJLN,action,with friend,친구와,False
LfGSWRSvwP,action,won,이겼어요,False
Ga2ulwzo8C,action,work,일해요,True
U6oiOjI537,action,work on,일해요,False
J4T_aPeS_t,action,wrap,싸요,False
c9aGllE8jS,action,write,써요,True
qY0plBcYn8,action,wrote,썼어요,True
rcTU_pxaWV,emotion,afraid,무서워요,True
8aqGCsKVtG,emotion,amazing,대단해요,True
ZidEwQWCSz,emotion,angry,화나요,True
5i3qBtw776,emotion,anticipatory,기대해요,True
OKCKi5MEJj,emotion,anxious,불안해요,True
dy5VPrxAEZ,emotion,apologetic,사과해요,False
IWbhbc-U89,emotion,ashamed,부끄러워요,False
TNb4VjP5HK,emotion,bored,지루해요,True
-pX1Cwbq2f,emotion,boring,지루해요,True
yh-Pfj5gjL,emotion,brave,용감해요,True
KlvSMgSZ_C,emotion,busy,바빠요,True
G5RM9CNlaq,emotion,calm,차분해요,True
0VED3F1HWF,emotion,challenging,어려워요,True
q0Ip1wTkNl,emotion,cheerful,응원해요,False
5wib6XtmEK,emotion,comfortable,편해요,True
yvtJ2-R-Dd,emotion,concentrated,집중해요,True
-bzqC3QcIw,emotion,confused,헷갈려요,True
XNDF0_wSwd,emotion,content,만족해요,True
mh-UBb8kM7,emotion,curious,궁금해요,True
wrcjq2faU1,emotion,defiant,저항해요,False
A3VbaDJAAi,emotion,delicious,맛있어요,False
91Ex6R4Ws0,emotion,difficult,어려워요,True
A3qnncaY1q,emotion,disappointed,실망했어요,True
shSNzAio8H,emotion,dislike,싫어해요,True
4m-0MnA7m_,emotion,eager,갈망해요,True
olTgInYBuW,emotion,easy,쉬워요,True
ilE0msjoSy,emotion,embarrassed,부끄러워요,True
D5noWTy5_k,emotion,energetic,활발해요,True
YW1X3ijSGA,emotion,enjoy,즐거워요,True
DEGWOdzawz,emotion,enjoyed,즐거워요,True
aoDwRQb9es,emotion,enthusiastic,열정적이에요,True
XY8EDakVX6,emotion,excited,신나요,True
EST70GpYrr,emotion,exhausted,지쳤어요,True
LI8dDtCqOW,emotion,focused,집중해요,True
CNvuE-YC9f,emotion,forgetful,잊어버린,False
O0T9Yfl1AZ,emotion,frustrated,좌절해요,True
G8tvHjHyUR,emotion,frustrating,짜증나요,True
N3u9oPuIY6,emotion,full,배불러요,True
X2KFYqEAAg,emotion,fun,재미있어요,True
Ci2PKA_26H,emotion,funny,재미있어요,True
784VWWRAHE,emotion,grateful,감사해요,True
vbTDJrgs71,emotion,guilty,죄책감이에요,False
2y9eyE8Xvn,emotion,happy,행복해요,True
6_Wn5Ma7nk,emotion,hard,어려워요,True
vokSzpUNx9,emotion,hungry,배고파요,True
jFmFbn_v97,emotion,interested,관심 있어요,True
ssS8jmAp68,emotion,interesting,재미있어요,True
uqLUnydAq3,emotion,intrigued,궁금해요,True
7QRF-rMtkR,emotion,joyful,기뻐요,True
VbWST2bEFl,emotion,joyous,기쁜해요,False
3uenAkbfvb,emotion,lonely,외로워요,True
blC5IzTpXr,emotion,miss,그리워요,True
A34h92I-I_,emotion,need - rest,쉬어야 해요,False
a3ywtaRuhV,emotion,nervous,긴장해요,True
HfpZkZ6G0b,emotion,okay,괜찮아요,False
h4RAE-FkbK,emotion,optimistic,낙천적이에요,True
ikpYcU9k7z,emotion,overwhelmed,너무 힘들어요,False
Ks2iMvnxDD,emotion,proud,자랑스러워요,True
cT5Mt9Drjc,emotion,puzzled,헷갈려요,True
aeZx31BQXD,emotion,ready,준비됐어요,True
1GLa83oSSi,emotion,regret,후회해요,False
3CDRUMR1Co,emotion,regretful,후회돼요,True
LXATJCOI8p,emotion,relaxed,편안해요,True
KJA9WlfnQH,emotion,relief,안심해요,True
a1ieA5cywS,emotion,relieved,편해요,True
E3fWcTGiDH,emotion,sad,슬퍼요,True
1j1HfU9C92,emotion,satisfied,만족해요,True
2KTmoEDabw,emotion,scared,무서워요,True
VNwYfr00ga,emotion,shy,부끄러워요,True
hDt7NLgf2u,emotion,simple,간단해요,True
86201LBWef,emotion,sorry,미안해요,True
uamsWkkXKf,emotion,stressed,스트레스받아요,False
2X0JOPBeuS,emotion,surprised,놀랐어요,True
kpnbdnPwqE,emotion,tired,피곤해요,True
OCaMDYq79-,emotion,tiring,피곤해요,True
-Snl1CpXYH,emotion,tough,어려워요,False
iJwNCmPtYB,emotion,uncomfortable,불편해요,True
aWuN7M0vth,emotion,understand,이해해요,False
MP_efkL26U,emotion,understood,이해했어요,True
wEV-vqC_EI,emotion,unsure,불확실해요,True
gJHJnTTPNT,emotion,upset,상처받았어요,True
dcPChAHMPb,emotion,worried,걱정해요,True
00MW5LFvvC,emotion,worry,걱정해요,True
s_-GCilWaw,topic,App,어플,False
fdlnoVsKYK,topic,Backyard,뒷마당,False
lEmJ6br9eG,topic,Bag,가방,False
Ij3qOmgn36,topic,Bakery,빵집,False
w2eNoueL1U,topic,Board Games,보드 게임,False
EVm_PduPEj,topic,Brachiosaurus,브라키오사우루스,False
pD2EwLvYMu,topic,Brother,"형 (topic, noun)",False
vkQDxIH4fx,topic,Cafeteria,학교 식당,False
JR8IlODnHP,topic,Carousel,회전 목마,False
w8qo2ggJoN,topic,Classmate,친구,False
3dlJX28y11,topic,Cleaner 's,청소부,False
JCOS2cL7Q0,topic,Clown,광대,False
zJqPn73f8J,topic,Cotton Candy,솜사탕,False
flFBXF2iIc,topic,Cousin,사촌,False
A1zdXROq16,topic,Dad,아빠,False
jdJvqv24DR,topic,Dessert,디저트,False
BEDBPJvc6d,topic,Doll,인형,False
hwas5Rok7r,topic,Dream,꿈,False
ij7TQkFJ_B,topic,English,영어,True
Vf0OZQ_IP1,topic,Father,아빠,False
lPMB71_A--,topic,Ferris Wheel,관람차,False
VLjaYrJUGt,topic,Friend 's house,친구의 집,False
02AFrNPPuz,topic,Giggle,꼬옥,False
UCp9JC3kLj,topic,Grandfather,할아버지,False
j_zsujllMa,topic,Grandma 's Day,할머니의 날,False
aFl3Y_eAL8,topic,Grandma 's day,할머니의 날,False
bqy_3OSXEW,topic,Grandmother,할머니,False
901aqom56u,topic,Grandmother 's house,할머니의 집,False
o236se0ZMr,topic,Guitar,기타,False
9WJuOOAUPP,topic,Homework,숙제,False
9812Qtn8CN,topic,House,집,False
U11phGXOj6,topic,House chores,일,False
zQ5Ltw_rkt,topic,Ice Cream,아이스크림,False
nf8ANTsVqz,topic,Jurassic period,쥬라기시대,False
LJ0ZN-IZwE,topic,Korean,한국어,True
fQU-HFRHY7,topic,Laugh,웃음,False
tjkz2yliKy,topic,Math class,수학 수업,False
QWA7HKlUTP,topic,Merry - go - round,회전 목마,False
bWDOmgWbI-,topic,Monday,월요일,False
murUTNemxc,topic,Nap,숙면,False
O5Xh2AWFJv,topic,P.E. Class,체육 수업,False
Bbg2hwrILA,topic,PE class,체육 수업,True
PShoeM7f-D,topic,Park,공원,False
icZS7rpL4V,topic,Physical Education,체육 수업,False
tMRWsGZPr_,topic,Roller Coaster,롤러코스터,False
xxO96x1LbZ,topic,Sandbox,모래놀이,False
UR3LuRsUdK,topic,Soccer Ball,축구,False
fzUqCBPlJ3,topic,Story Book,공,False
pj32szL_tp,topic,Storybook,책,False
klsepanXtL,topic,Sunday,일요일,False
BG0KtSt4DC,topic,Tablet,태블릿,False
fxXUaiwH9y,topic,Teddy bears,테디 베어,False
FDbAI6vzG5,topic,Tuesday,화요일,False
iQRL-gQRCe,topic,Video Games,비디오 게임,False
do4YxTSu43,topic,Wednesday,수요일,False
y4Z4dPffFA,topic,Zoo,동물원,False
lwhkGlT57w,topic,accident,사고,False
xvU29NPrLj,topic,activities,활동,True
0swTtsJpkt,topic,activity,활동,True
yTHHMmFuVB,topic,after school,방과 후,False
C1B8Jmg0he,topic,afternoon,오후,False
3X3vJmI27a,topic,amusement park,놀이공원,False
7nypOB2MV9,topic,animals,동물,False
kY7mZWkcjD,topic,animation,애니메이션,False
fdXylV4jg0,topic,application,어플리케이션,False
JICmL-pLJO,topic,argue,논의,False
zpoAMjrPm_,topic,art,미술,True
AXww_Z6iiJ,topic,art class,미술 수업,True
ywQE0a80n_,topic,arts,예술,True
Us1QEZe8tc,topic,aunt,이모,False
JG0h3A10zx,topic,bake,굽다,False
IMftroKV4S,topic,ball,공,True
01JmpxDAa-,topic,balloon,풍선,False
Ld_-rx6Cgu,topic,balloons,풍선,False
59XldiQrIY,topic,bath,목욕,False
-LDc6p71rz,topic,bath time,목욕 시간,False
DnRVNrpHRY,topic,bathroom,화장실,False
XXlVUHzQea,topic,beach,해변,False
YP0FjcWKH-,topic,bed,침대,False
RRcAxOOLbQ,topic,bed time,잠자는 시간,False
yjIoV4ealW,topic,bedroom,침실,False
9dBB6aKRqm,topic,bedtime,잠자는 시간,False
FTDX8twB8a,topic,bedtime story,잠자는 이야기,False
1qt1uoBHbO,topic,behavior,행동,False
nGpA0VT7ce,topic,bicycle,자전거,False
6dma-Mvu8F,topic,bicycle ride,자전거 타기,False
uiMaluvFvG,topic,bike,자전거,True
O2sjPoUIwA,topic,bike ride,자전거 타기,False
vtfMVeoV2h,topic,bird,새,True
9772TkUvuc,topic,birds,새,False
iTfQW20laa,topic,birthday,생일,False
hVf-CF8rj8,topic,biscuits,비스킷,False
2utmg4R8Fg,topic,blanket,담요,False
tEDMBJYVR8,topic,blocks,블록,True
0UuERnAQkd,topic,board game,보드 게임,False
bRKJF_O5UX,topic,board games,보드 게임,False
rwvFdtPeH0,topic,book,책,True
4PGgVIYgeR,topic,books,책,False
LAGP3HuKGc,topic,bread,빵,False
